date,open,high,low,close,volume,day_vwap,prev_vwap,gap,gap_std,gap_z
2026-03-25,1808.7,1814.0,1792.2,1814.0,410736,1811.4930443561475,1771.9359441529039,36.76405584709619,28.718292584533224,1.280161616115582
2026-03-26,1807.2,1809.5,1783.1,1793.0,452581,1792.4694544549302,1811.4930443561475,-4.293044356147448,28.719637088035828,-0.14948114918680033
2026-03-27,1784.6,1830.9,1783.2,1821.1,425128,1820.7578516744761,1792.4694544549302,-7.869454454930292,28.70479359059852,-0.27415122948341697
2026-03-30,1779.0,1830.0,1769.0,1808.4,548983,1804.5309698114513,1820.7578516744761,-41.757851674476115,29.683004097041152,-1.4067933130339259
2026-03-31,1820.7,1841.0,1818.6,1824.0,294060,1824.4135077875262,1804.5309698114513,16.16903018854873,30.13022800606126,0.5366381623562898
2026-04-01,1866.6,1881.2,1860.8,1875.8,231366,1876.8557337724644,1824.4135077875262,42.186492212473695,31.761986714396812,1.328206972435756
2026-04-02,1856.6,1859.8,1838.3,1853.3,298520,1851.0808574523205,1876.8557337724644,-20.25573377246451,31.280539392230786,-0.6475506550087007
2026-04-03,1868.0,1871.9,1829.2,1835.4,762342,1837.8122764673424,1851.0808574523205,16.919142547679485,31.585569165945124,0.5356605245512351
2026-04-06,1830.0,1854.5,1830.0,1845.1,242099,1842.9512538259144,1837.8122764673424,-7.812276467342372,24.628436040219995,-0.31720554462266165
2026-04-07,1840.2,1857.6,1835.2,1848.3,467465,1849.863909240977,1842.9512538259144,-2.7512538259143184,23.401900570741855,-0.11756540104926623
2026-04-08,1915.2,1944.0,1893.3,1942.0,400971,1938.218881997285,1849.863909240977,65.33609075902314,27.72134151223469,2.356887769308976
2026-04-09,1935.1,1942.0,1920.5,1921.7,470365,1924.5072832091396,1938.218881997285,-3.1188819972851434,27.56529376797482,-0.11314524791709786
2026-04-10,1936.2,1955.8,1931.0,1931.0,483611,1936.8418281084037,1924.5072832091396,11.692716790860459,27.218290088788343,0.4295904244064501
2026-04-13,1914.1,1936.0,1911.5,1932.2,274133,1930.8697680809437,1936.8418281084037,-22.74182810840375,27.844422552895562,-0.8167462645419024
2026-04-14,1954.8,1961.8,1938.6,1946.3,209147,1945.7679966721973,1930.8697680809437,23.93023191905627,28.07288686348221,0.8524321718471073
2026-04-15,1959.5,1964.9,1955.3,1961.0,322319,1960.5847764688608,1945.7679966721973,13.732003327802659,28.031823949775628,0.48987191673314473
2026-04-16,1967.3,1985.0,1965.3,1980.5,54304,1977.4217571449615,1960.5847764688608,6.715223531139145,25.848648675298886,0.25979011961102055
2026-04-17,1966.8,1997.9,1964.2,1987.9,282236,1988.7448304492223,1977.4217571449615,-10.62175714496152,25.581694200182024,-0.4152092923105125
2026-04-20,1994.0,2001.8,1986.0,1997.9,343281,1996.3543853771885,1988.7448304492223,5.255169550777737,24.435812615342087,0.2150601509965036
2026-04-21,2006.5,2025.0,1998.0,1998.0,402750,2001.204340326919,1996.3543853771885,10.145614622811536,24.22450455442488,0.41881618672602844
2026-04-22,1994.6,2050.0,1980.4,2040.6,547590,2037.5109357365911,2001.204340326919,-6.6043403269191,23.284476294023705,-0.28363705687527957
