date,open,high,low,close,volume,day_vwap,prev_vwap,gap,gap_std,gap_z
2024-01-16,1158.1,1170.0,1157.7,1170.0,8733,1161.651463796328,1170.3633450607065,-12.26334506070657,7.906482805182223,-1.5510493556842604
2024-01-17,1171.7,1179.6,1164.4,1165.1,9557,1172.9372048411287,1161.651463796328,10.048536203672029,7.990825195163812,1.2575092006459583
2024-01-18,1167.6,1177.3,1165.8,1172.8,7957,1169.878630974823,1172.9372048411287,-5.337204841128823,7.888172727214184,-0.6766085157739352
2024-01-19,1181.4,1188.3,1180.4,1187.8,8012,1184.3594025628224,1169.878630974823,11.521369025177137,8.081505629806582,1.4256463526652128
2024-01-22,1194.5,1196.2,1186.2,1195.3,7989,1190.945742062002,1184.3594025628224,10.140597437177576,8.067231868429163,1.2570107817109433
2024-01-23,1193.0,1194.5,1181.8,1184.2,8364,1188.7789135979597,1190.945742062002,2.0542579379980452,7.7747651838055605,0.26422121947515015
2024-01-24,1183.3,1190.4,1179.1,1181.7,8192,1185.6055297851562,1188.7789135979597,-5.478913597959718,7.7716120801596125,-0.7049906173195397
2024-01-25,1181.4,1183.7,1175.0,1182.8,7834,1179.9175729725127,1185.6055297851562,-4.205529785156159,7.674015732988961,-0.5480220436710185
2024-01-26,1182.1,1188.7,1181.8,1188.0,8046,1185.8852556135553,1179.9175729725127,2.182427027487165,7.445995306072363,0.2931007793823548
2024-01-29,1189.5,1189.5,1181.7,1182.0,6976,1185.6394352064221,1185.8852556135553,3.614744386444727,7.24997472155505,0.49858717102801137
2024-01-30,1184.1,1187.2,1182.7,1187.0,5417,1183.8672697064796,1185.6394352064221,-1.5394352064222403,7.095315632826179,-0.21696500706749508
2024-01-31,1186.8,1188.5,1165.7,1166.2,9071,1180.3698599933855,1183.8672697064796,2.932730293520308,6.917880295762494,0.4239348135752991
2024-02-01,1168.6,1180.4,1168.6,1178.0,9534,1175.2188448360255,1180.3698599933855,-11.76985999338558,6.9378336279382005,-1.6964748110979668
2024-02-02,1179.2,1182.3,1174.9,1176.8,7930,1179.2005422446407,1175.2188448360255,3.981155163974563,6.9742306073346,0.5708379014292552
2024-02-05,1182.7,1210.0,1181.3,1203.9,9894,1190.8498618691463,1179.2005422446407,3.4994577553593444,6.839906448175878,0.5116236284624344
2024-02-06,1201.7,1205.8,1200.8,1202.6,7995,1203.5209631019386,1190.8498618691463,10.850138130853793,7.1643543816174455,1.5144613949713965
2024-02-07,1206.3,1219.6,1205.5,1217.1,9783,1211.0176087771304,1203.5209631019386,2.7790368980613493,7.159345011340317,0.38816915425355086
2024-02-15,1224.7,1227.6,1218.0,1218.7,7589,1222.308709974964,1211.0176087771304,13.682391222869683,7.651167860611428,1.7882748715143573
